netflix_titles.csv/show_id,netflix_titles.csv/type,netflix_titles.csv/title,netflix_titles.csv/director,netflix_titles.csv/cast,netflix_titles.csv/country,netflix_titles.csv/date_added,netflix_titles.csv/release_year,netflix_titles.csv/rating,netflix_titles.csv/duration,netflix_titles.csv/listed_in,netflix_titles.csv/description
b's5417',b'Movie',"b""Chris D'Elia: Man on Fire""","b""Bill D'Elia""","b""Chris D'Elia""",b'United States',2017-06-27,2017,b'TV-MA',b'66 min',b'Stand-Up Comedy',"b""Unbridled comic Chris D'Elia reconsiders his approach to major life events like marriage, not having kids and buying pants for your friends."""
b's5418',b'Movie',b'I Am Michael',b'Justin Kelly',"b""James Franco, Zachary Quinto, Emma Roberts, Charlie Carver, Avan Jogia, Daryl Hannah, Lesley Ann Warren, Jefferson Mays, Jan Maxwell, Ahna O'Reilly""",b'United States',2017-06-26,2015,b'TV-MA',b'102 min',"b'Dramas, LGBTQ Movies'",b'Gay activist Michael Glatze begins a painful journey when he decides to renounce his sexuality for his religion in this drama based on true story.'
b's5419',b'Movie',b'Nobody Speak: Trials of the Free Press',b'Brian Knappenberger',,"b'Netherlands, United States'",2017-06-23,2017,b'TV-14',b'96 min',b'Documentaries',"b""Hulk Hogan's court case against Gawker Media sheds light on wealthy, powerful figures who challenge freedom of the press in order to silence critics."""
b's5420',b'Movie',b'You Get Me',b'Brent Bonacorso',"b'Bella Thorne, Halston Sage, Taylor John Smith, Nash Grier, Anna Akana, Kathryn Morris, Brigid Brannagh, Kimberly Williams-Paisley, Tyler Hanson'",b'United States',2017-06-23,2017,b'TV-MA',b'89 min',"b'Dramas, Thrillers'","b'After a one-night stand, Holly develops a dangerous obsession with Tyler and transfers to his high school, desperate to keep their ""romance"" alive.'"
b's5421',b'Movie',b'Dangal',b'Nitesh Tiwari',"b'Aamir Khan, Sakshi Tanwar, Fatima Sana Shaikh, Sanya Malhotra, Aparshakti Khurana, Zaira Wasim, Suhani Bhatnagar, Ritwik Sahore'",b'India',2017-06-21,2016,b'TV-PG',b'161 min',"b'Dramas, International Movies, Sports Movies'",b'A once-promising wrestler pursues the gold medal he never won by training two of his daughters to compete at the Commonwealth Games.'
b's5422',b'TV Show',b'Young & Hungry',,"b'Emily Osment, Kym Whitley, Rex Lee, Jonathan Sadowski, Aimee Carrero, Jesse McCartney, Ashley Tisdale'",b'United States',2017-06-21,2017,b'TV-14',b'5 Seasons',b'TV Comedies',"b'A female food blogger is hired as a personal chef by a young tech tycoon and faces a new menu of challenges, both inside and outside of the kitchen.'"
b's5423',b'TV Show',b'Pac-Man and the Ghostly Adventures',,"b'Erin Mathews, Sam Vincent, Andrea Libman, Ashleigh Ball, Ian James Corlett, Brian Drummond, Lee Tockar, Matt Hill'","b'United States, Japan, Canada'",2017-06-20,2014,b'TV-Y7',b'2 Seasons',"b""Kids' TV, TV Comedies""",b'Teenage Pac and his loyal crew face the ups and downs of adolescence while protecting Pac-World from a ghostly army led by the evil Betrayus.'
b's5424',b'Movie',b'Puss in Book: Trapped in an Epic Tale',"b'Roy Burdine, Johnny Castuciano'","b'Eric Bauza, Jayma Mays, Maria Bamford, Jeff Bennett, Grey Griffin, Carla Jimenez, Paul Rugg, Joshua Rush'",b'United States',2017-06-20,2017,b'TV-Y7',b'24 min',"b'Children & Family Movies, Comedies'","b'After tumbling into a magic storybook, Puss in Boots must fight, dance and romance his way through wild adventures as he searches for an escape.'"
b's5425',b'Movie',b'Rory Scovel Tries Stand-Up for the First Time',b'Scott Moran',b'Rory Scovel',b'United States',2017-06-20,2017,b'TV-MA',b'66 min',b'Stand-Up Comedy',"b'Comedian Rory Scovel storms the stage in Atlanta, where he shares unfocused thoughts about things that mystify him, relationships and the ""Thong Song.""'"
b's5426',b'TV Show',b'Aquarius',,"b""David Duchovny, Gethin Anthony, Grey Damon, Emma Dumont, Claire Holt, Michaela McManus, Br\xc3\xadan F. O'Byrne, David Meunier, Ambyr Childers, Tara Lynne Barr, Whitney Rose Pynn, Jason Ralph""",b'United States',2017-06-16,2016,b'TV-MA',b'2 Seasons',"b'Crime TV Shows, TV Dramas'","b'Amid the turmoil of 1960s LA, two cops and a prominent political family are drawn into the sex- and drug-fueled web of a young Charles Manson.'"
b's5427',b'Movie',b'Counterpunch',b'Jay Bulger',,b'United States',2017-06-16,2017,b'TV-MA',b'91 min',"b'Documentaries, Sports Movies'","b""As boxing's popularity wanes, three fighters at different stages of their career make sacrifices to pursue their dreams of becoming champions."""
b's5428',b'Movie',b'What the Health',"b'Kip Andersen, Keegan Kuhn'",,b'United States',2017-06-16,2017,b'TV-PG',b'92 min',b'Documentaries',"b'This film examines the link between diet and disease, and the billions of dollars at stake in the healthcare, pharmaceutical and food industries.'"
b's5429',b'TV Show',b'World of Winx',b'Iginio Straffi',"b'Haven Paschall, Alysha Deslorieux, Jessica Paquet, Eileen Stevens, Kate Bristol, Saskia Maarleveld, Brittany Pressley, Billy Bob Thompson, Marc Thompson, Suzy Myers, Jason Griffith, Samara Naeymi, Wayne Grayson, Alyson Leigh Rosenfeld, Abe Goldfarb, Lisa Flanagan'","b'Italy, United States'",2017-06-16,2017,b'TV-Y7',b'2 Seasons',"b""Kids' TV""","b'The reality show ""WOW!"" engages the Winx in their mission, starting an undercover, worldly journey in order to make talented kids\' dreams come true.'"
b's5430',b'Movie',b'Kanavu Variyam',b'Arun Chidambaram',"b'Jiya Anil Manne, Arun Chidambaram, T.P. Gajendran, Gnanasambandam, M. Ilavarasu, Yog Japee, Mayilsamy, Black Pandi'",b'India',2017-06-15,2017,b'TV-PG',b'104 min',"b'Comedies, Dramas, International Movies'","b'Despite doubts from fellow villagers who think he\xe2\x80\x99s crazy, an ambitious dropout commits himself to solving a persistent local electricity crisis.'"
b's5431',b'Movie',b'Marco Luque: Tamo Junto',b'Caio Cobra',b'Marco Luque',b'Brazil',2017-06-15,2017,b'TV-MA',b'73 min',b'Stand-Up Comedy',"b'Eclectic character comedian Marco Luque plays himself in this stand-up special about relationships, regional differences and his own love of movies.'"
b's5432',b'Movie',b'The Russian Revolution',b'Cal Seville',b'Jonathan Kydd',b'United Kingdom',2017-06-15,2017,b'TV-PG',b'47 min',b'Documentaries',"b""Starting in 1881, this film describes how the personal battle between the royal Romanovs and Lenin's Ulyanov family led to the Russian Revolution."""
b's5433',b'Movie',"b'Oh, Hello On Broadway'",b'Michael John Warren',"b'Nick Kroll, John Mulaney'",b'United States',2017-06-13,2017,b'TV-MA',b'102 min',b'Stand-Up Comedy',"b'Two delusional geriatrics reveal curious pasts, share a love of tuna and welcome a surprise guest in this filming of the popular Broadway comedy show.'"
b's5434',b'TV Show',b'28 Moons',,"b'Jin-sung Yang, Kyu-jong Kim, Tae-hwan Kang, Geummi'",b'South Korea',2017-06-10,2016,b'TV-PG',b'1 Season',"b'International TV Shows, Korean TV Shows, Romantic TV Shows'","b'When her fianc\xc3\xa9 acts strangely upon receiving a mysterious invitation, a florist sets out to find out the truth behind the tiny scrap of paper.'"
b's5435',b'TV Show',b'Magic Phone',,"b'Jin-woo Kim, Min-ji Park, In-jun Gwak, Gi-du Kim'",b'South Korea',2017-06-10,2016,b'TV-PG',b'1 Season',"b'International TV Shows, Korean TV Shows, Romantic TV Shows'","b'When an ordinary guy crosses paths 15 years later with his childhood sweetheart, now an actress, a magic cellphone allows him to be her protector.'"
b's5436',b'TV Show',b'Man to Man',b'Chang-Min Lee',"b'Hae-Jin Park, Sung-woong Park, Min-jung Kim, Jung-an Chae, Jung-hoon Yeon, Hyun-sung Jang, Man-sik Jung, Shin-il Kang, Ho-jin Chun, In-ho Tae'",b'South Korea',2017-06-10,2017,b'TV-14',b'1 Season',"b'Crime TV Shows, International TV Shows, Korean TV Shows'","b'Disguised as a bodyguard, a special agent must complete his national secret tasks while pandering to the whims of his ill-tempered world star.'"
b's5437',b'TV Show',b'My Little Baby',,"b'Ji-ho Oh, Soo-kyung Lee, Min-jae Kim, Ji-hyun Nam'",b'South Korea',2017-06-10,2016,b'TV-PG',b'1 Season',"b'Crime TV Shows, International TV Shows, Korean TV Shows'",b'A top detective in the violent crimes unit becomes the sole guardian of his 6-month-old niece when his sister and her husband pass away unexpectedly.'
b's5438',b'TV Show',b'Singles Villa',,"b'Joe Cheng, Lulu Xu, Jiro Wang, Viann Zhang, Han Chengyu'",b'China',2017-06-10,2015,b'TV-14',b'1 Season',"b'International TV Shows, Romantic TV Shows, TV Dramas'","b'In a luxurious condominium complex with draconian rules forbidding all romance, two residents fall in love and dare to start a secret relationship.'"
b's5439',b'TV Show',b'Under the Black Moonlight',,"b'Tae-hyun Nam, Soo-yeon Kim, Seo-ra Kim, Tae-hwan Kang, Young-jo Yang'",b'South Korea',2017-06-10,2016,b'TV-14',b'1 Season',"b'International TV Shows, Korean TV Shows, TV Dramas'",b'A college art club welcomes a new member who has the secret ability to smell death and who warns one of them to leave her boyfriend ... or else.'
b's5440',b'TV Show',b'My Only Love Song',,"b'Seung-yeon Gong, Jong-hyun Lee, Yeon-seo Kim, Bo-hyun Ahn, Jai-jin Lee, Joo-hyung Park'",b'South Korea',2017-06-09,2017,b'TV-MA',b'1 Season',"b'International TV Shows, Korean TV Shows, Romantic TV Shows'","b""When things don't go her way during a shooting for her new show, a top actress runs away in an old van that guides her on a time-traveling journey."""
b's5441',b'Movie',b'Shimmer Lake',b'Oren Uziel',"b'Benjamin Walker, Rainn Wilson, Rob Corddry, Adam Pally, Ron Livingston, John Michael Higgins, Wyatt Russell, Stephanie Sigman, Mark Rendall, Isabel Dove, Angela Vint'","b'Canada, United States'",2017-06-09,2017,b'TV-MA',b'87 min',"b'Dramas, Independent Movies, Thrillers'","b'Unfolding in reverse time, this darkly comic crime thriller follows a local sheriff hunting three bank robbery suspects, one of whom is his brother.'"
b's5442',b'Movie',b'The Wishing Tree',b'Manika Sharma',"b'Shabana Azmi, Makrand Deshpande, Harshpreet Kaur, Aabhas Yadav, Shivani Joshi, Saurabh Shukla'",b'India',2017-06-05,2017,b'TV-14',b'117 min',"b'Children & Family Movies, Dramas, Music & Musicals'",b'Five children living on the edge of a forest band together to save a magical wishing tree from destruction and find their own paths to happiness.'
b's5443',b'Movie',b'Headshot',"b'Timo Tjahjanto, Kimo Stamboel'","b'Iko Uwais, Chelsea Islan, Julie Estelle, Sunny Pang, Very Tri Yulisman, David Hendrawan, Zack Lee, Yayu Unru, Ganindra Bimo'",b'Indonesia',2017-06-03,2016,b'TV-MA',b'119 min',"b'Action & Adventure, International Movies'","b'When a young man wakes from a coma, memories of brutal violence begin to surface, putting his life \xe2\x80\x93 and that of his doctor \xe2\x80\x93 in jeopardy.'"
b's5444',b'Movie',b'1898: Our Last Men in the Philippines',b'Salvador Calvo',"b'Luis Tosar, Javier Guti\xc3\xa9rrez, \xc3\x81lvaro Cervantes, Karra Elejalde, Carlos Hip\xc3\xb3lito, Ricardo G\xc3\xb3mez, Patrick Criado, Eduard Fern\xc3\xa1ndez, Miguel Herr\xc3\xa1n, Emilio Palacios'",b'Spain',2017-06-02,2016,b'R',b'130 min',"b'Dramas, International Movies'","b'While Spain relinquishes its last colonies, a battle-fatigued outpost engages in a long, brutal and sometimes bizarre clash with Filipino insurgents.'"
b's5445',b'TV Show',b'Crashing',,"b'Phoebe Waller-Bridge, Jonathan Bailey, Adrian Scarborough, Damien Molony, Louise Ford, Julie Dray, Amit Shah'",b'United Kingdom',2017-06-02,2016,b'TV-MA',b'1 Season',"b'British TV Shows, International TV Shows, Romantic TV Shows'","b'In exchange for low rent, a hodgepodge group of 20-something tenants set up residence as property guards in a disused hospital, where hilarity ensues.'"
b's5446',b'TV Show',b'Flaked',,"b'Will Arnett, David Sullivan, Ruth Kearney, George Basil, Lina Esco, Travis Mills, Robert Wisdom, Mark Boone Junior, Matthew Willig, Heather Graham, Kirstie Alley, Sab Shimono, Christopher Mintz-Plasse, Minerva Garcia, Jeff Daniel Phillips'",b'United States',2017-06-02,2017,b'TV-MA',b'2 Seasons',"b'TV Comedies, TV Dramas'","b""In his funky California beach enclave, Chip's the go-to guy for personal insights. But he isn't quite as enlightened when it comes to his own baggage."""
b's5447',b'Movie',b'Lucid Dream',b'Jun-seong Kim',"b'Ko Soo, Kyung-gu Seol, Yu-chun Park, Hye-jung Kang, In-hwan Park, Ho-jin Chun'",b'South Korea',2017-06-02,2017,b'TV-MA',b'102 min',"b'International Movies, Sci-Fi & Fantasy, Thrillers'","b'After searching for his abducted son for three years, a devastated father attempts to track down his missing child through lucid dreams.'"
b's5448',b'Movie',b'Aashik Awara',b'Umesh Mehra',"b'Saif Ali Khan, Mamta Kulkarni, Mohnish Bahl, Sharmila Tagore, Saeed Jaffrey, Kader Khan'",b'India',2017-06-01,1993,b'TV-14',b'154 min',"b'Dramas, International Movies, Music & Musicals'","b""Raised by a kindly thief, orphaned Jimmy goes on the run from goons and falls in love with Jyoti, whose father indirectly caused his parents' deaths."""
b's5449',b'Movie',b'Amelia: A Tale of Two Sisters',b'Edward Cotterill',b'Rachael Stirling',b'United Kingdom',2017-06-01,2017,b'TV-PG',b'44 min',b'Documentaries',"b""Eight decades after her disappearance, Amelia Earhart's incredible accomplishments are still celebrated, thanks in large part to her sister Muriel."""
b's5450',b'Movie',b'Catfight',b'Onur Tukel',"b'Sandra Oh, Anne Heche, Alicia Silverstone, Amy Hill, Myra Lucretia Taylor, Ariel Kavoussi, Damian Young, Stephen Gevedon, Giullian Yao Gioiello, Tituss Burgess'",b'United States',2017-06-01,2016,b'TV-MA',b'96 min',"b'Comedies, Independent Movies'","b""Two college frenemies whose lives aren't what they hoped meet up decades later and escalate their resentments from verbal jabs to bloody brawls."""
b's5451',b'Movie',b'How to Stage a Coup',b'Cal Seville',b'Cal Seville',b'United Kingdom',2017-06-01,2017,b'TV-14',b'47 min',b'Documentaries',"b'Explore how Caesar, Napoleon, Mussolini, Hitler and modern-day dictators consolidated their considerable power through bold and brazen coups.'"
b's5452',b'Movie',b'Jackie: A Tale of Two Sisters',b'Edward Cotterill',b'Rachael Stirling',b'United Kingdom',2017-06-01,2017,b'TV-PG',b'44 min',b'Documentaries',"b'Rachael Stirling narrates this multifaceted portrait of former First Lady Jacqueline Kennedy Onassis and her younger sister, Lee Radziwill.'"
b's5453',b'Movie',b'Lens',b'Jayaprakash Radhakrishnan',"b'Jayaprakash Radhakrishnan, Anand Sami, Aswathy Lal, Misha Ghoshal'",b'India',2017-06-01,2015,b'TV-MA',b'109 min',"b'Dramas, Independent Movies, International Movies'","b'Addicted to webcams and voyeurism, a married man gets more than he bargained for when an online stranger tries to force him to watch a suicide.'"
b's5454',b'Movie',b'Little Boxes',b'Rob Meyer',"b'Melanie Lynskey, Nelsan Ellis, Armani Jackson, Oona Laurence, Janeane Garofalo, Christine Taylor, Nadia Dajani, Veanne Cox, Will Janowitz, Julie Hays'",b'United States',2017-06-01,2016,b'TV-MA',b'89 min',"b'Comedies, Dramas, Independent Movies'","b'After moving from New York City to a small town in Washington state, an interracial couple and their preteen son struggle to adjust to their new life.'"
b's5455',b'Movie',b'Love.com',b'Anita Barbosa',"b'Isis Valverde, Gil Coelho, Joaquim Lopes, Carol Portes, Alexandra Richter, Marcos Mion, Jo\xc3\xa3o C\xc3\xb4rtes, C\xc3\xa9sar Cardadeiro'",b'Brazil',2017-06-01,2017,b'TV-MA',b'92 min',"b'Comedies, International Movies, Romantic Movies'","b'When a fashion blogger falls for a video game vlogger, their romance goes viral. But separating their virtual life from reality gets complicated.'"
b's5456',b'Movie',b'Maya Memsaab',b'Ketan Mehta',"b'Deepa Sahi, Farooq Shaikh, Raj Babbar, Shah Rukh Khan, Shreeram Lagoo, Sudha Shivpuri, Paresh Rawal, Raghuvir Yadav, Satyadev Dubey'","b'France, United Kingdom, India'",2017-06-01,1993,b'TV-14',b'122 min',"b'Dramas, International Movies, Music & Musicals'","b'A beautiful, wealthy woman\xe2\x80\x99s insatiable appetite for romance leads to tragedy and a police investigation.'"
b's5457',b'Movie',b'Michael Lost and Found',b'Daniel Wilner',,"b'Canada, United States'",2017-06-01,2017,b'TV-PG',b'19 min',"b'Documentaries, International Movies, LGBTQ Movies'","b'Benjie Nycum travels to Wyoming to visit his ex-lover, Michael Glatze, a former gay activist who now lives with his wife and works as a church pastor.'"
b's5458',b'TV Show',b'Mind Game',,"b'Tay Ping Hui, Joanne Peh, Zhang Yaodong, Paige Chua, Akit Tay'",b'Singapore',2017-06-01,2015,b'TV-14',b'1 Season',"b'Crime TV Shows, International TV Shows, TV Dramas'","b'With the help of a cop, a psychologist and a woman who can foretell the future, a brilliant paralegal works to solve an array of perplexing mysteries.'"
b's5459',b'TV Show',b'Miniforce',,"b'Sang-hyun Um, Jeong-hwa Yang, Tae-yeol Jeon, Yong-woo Shin, So-yeong Lee, Wan-kyung Sung, Soyeon, Jin-wook Hong, Yeong-wung Jeong'",,2017-06-01,2016,b'TV-Y7',b'1 Season',"b""Kids' TV, Korean TV Shows""",b'Four animal superheroes called the Miniforce transform into robots to protect small and defenseless creatures from the hands of scheming villains.'
b's5460',b'TV Show',b'Off Camera',,b'Sam Jones',b'United States',2017-06-01,2015,b'TV-MA',b'3 Seasons',b'Stand-Up Comedy & Talk Shows',"b'Photographer, writer and director Sam Jones sets his famous guests at ease with his freewheeling, insightful celebrity interviews without agendas.'"
b's5461',b'Movie',b'Oh Darling Yeh Hai India',b'Ketan Mehta',"b'Shah Rukh Khan, Deepa Sahi, Javed Jaffrey, Anupam Kher, Amrish Puri, Tom Alter, Tinnu Anand, Sadashiv Amrapurkar, Tiku Talsania, Kader Khan'",b'India',2017-06-01,1995,b'TV-14',b'154 min',"b'Action & Adventure, Comedies, International Movies'","b""A penniless actor new to Mumbai and a beautiful woman he meets one fateful night try to stop a gangster from replacing India's president with a twin."""
b's5462',b'Movie',b'Prince',b'Lekh Tandon',"b'Shammi Kapoor, Vyjayantimala, Rajendra Nath, Ajit, Helen, Leela Chitnis, Parveen Choudhary, Sudhir, Sunder, Rashid Khan'",b'India',2017-06-01,1969,b'TV-PG',b'152 min',"b'Dramas, International Movies, Romantic Movies'","b'To better himself, a spoiled prince temporarily assumes a commoner\xe2\x80\x99s identity. But he soon learns his palace has been gifted to his father\xe2\x80\x99s new wife.'"
b's5463',b'Movie',b'Qila',b'Umesh Mehra',"b'Dilip Kumar, Mukul Dev, Rekha, Mamta Kulkarni, Smita Jaykar, Gulshan Grover'",b'India',2017-06-01,1998,b'TV-14',b'161 min',"b'Dramas, International Movies'","b'When an abusive landowner is murdered, his twin brother sets out to find the killer but quickly discovers that everyone, it seems, wanted him dead.'"
b's5464',b'Movie',b'Smoke & Mirrors',b'Alberto Rodr\xc3\xadguez',"b'Eduard Fern\xc3\xa1ndez, Jos\xc3\xa9 Coronado, Marta Etura, Carlos Santos, Enric Benavent, Philippe Rebbot, Israel Elejalde, Tom\xc3\xa1s del Estal, Emilio Guti\xc3\xa9rrez Caba'",b'Spain',2017-06-01,2016,b'TV-14',b'123 min',"b'Dramas, International Movies, Thrillers'","b'Betrayed by the Spanish government he once served, a former secret agent plots to steal millions of dollars embezzled by a corrupt public official.'"
b's5465',b'TV Show',b'The Day Will Come',,"b'Sofie Gr\xc3\xa5b\xc3\xb8l, Lars Mikkelsen, Harald Kaiser Hermann, Albert Rudbeck Lindhardt, Laurids Skovgaard Andersen, S\xc3\xb8ren S\xc3\xa6tter Lassen, Sonja Richter, David Dencik, Solbj\xc3\xb8rg H\xc3\xb8jfeldt, Lars Ranthe'",b'Denmark',2017-06-01,2016,b'TV-14',b'1 Season',"b'International TV Shows, TV Dramas'","b""In 1967, two brothers from Copenhagen, Denmark, wind up in an orphanage, where the headmaster's cruel tyranny slowly provokes the kids to push back."""
b's5466',b'TV Show',b'The Dream Job',,"b'Hugo Ng, Shaun Chen, Jeanette Aw, Rebecca Lim, Zhang Zhenhuan, Ian Fang'",b'Singapore',2017-06-01,2016,b'TV-14',b'1 Season',"b'International TV Shows, TV Dramas'","b'A mysterious, wealthy man offers three people a lucrative, unusual job that may be too good to be true: Live the high life as his children and heirs.'"
b's5467',b'Movie',b'The Mitfords: A Tale of Two Sisters',b'Edward Cotterill',b'Rachael Stirling',b'United Kingdom',2017-06-01,2017,b'TV-PG',b'44 min',b'Documentaries',"b""Jessica and Diana were sisters who were separated by just a few years in age. But their political ideologies couldn't have been any farther apart."""
b's5468',b'Movie',b'Without Gorky',b'Cosima Spender',,b'United Kingdom',2017-05-31,2011,b'TV-14',b'80 min',b'Documentaries',"b'A filmmaker trains the camera on her own family as she examines the impact her grandfather, troubled artist Arshile Gorky, had on three generations.'"
b's5469',b'Movie',b'Sarah Silverman A Speck of Dust',b'Liam Lynch',b'Sarah Silverman',b'United States',2017-05-30,2017,b'TV-MA',b'71 min',b'Stand-Up Comedy',"b'In her first comedy special post-health scare, Sarah Silverman shares a mix of fun facts, sad truths and yeah-she-just-went-there moments.'"
b's5470',b'Movie',b'Rangoon',b'Vishal Bhardwaj',"b'Saif Ali Khan, Shahid Kapoor, Kangana Ranaut, Shriswara, Richard McCabe, Satoru Kawaguchi, Surendra Pal, Lin Laishram'",b'India',2017-05-29,2017,b'TV-14',b'153 min',"b'Action & Adventure, Dramas, International Movies'","b""During World War II, daredevil star Miss Julia entertains soldiers at the Indo-Burma border, where she's caught up in a web of love and deceit."""
b's5471',b'TV Show',b'Bloodline',,"b'Kyle Chandler, Ben Mendelsohn, Sissy Spacek, Linda Cardellini, Norbert Leo Butz, Jacinda Barrett, Jamie McShane, John Leguizamo, Enrique Murciano, Sam Shepard, Chlo\xc3\xab Sevigny, Andrea Riseborough, Beau Bridges, Taylor Rouviere, Owen Teague, Brandon Larracuente'",b'United States',2017-05-26,2017,b'TV-MA',b'3 Seasons',"b'TV Dramas, TV Mysteries, TV Thrillers'","b'When the black sheep son of a respected family threatens to expose dark secrets from their past, sibling loyalties are put to the test.'"
b's5472',b'Movie',b'Joshua: Teenager vs. Superpower',b'Joe Piscatella',,b'United States',2017-05-26,2017,b'TV-14',b'79 min',b'Documentaries',"b'Mobilized by teenage activist Joshua Wong, young citizens of Hong Kong take to the streets in a bid to preserve their history of autonomy from China.'"
b's5473',b'Movie',b'Raees',b'Rahul Dholakia',"b'Shah Rukh Khan, Mahira Khan, Nawazuddin Siddiqui, Mohammed Zeeshan Ayyub, Sheeba Chaddha, Shubham Chintamani, Shubham Tukaram, Atul Kulkarni, Narendra Jha, Jaideep Ahlawat, Sunny Leone'",b'India',2017-05-26,2017,b'TV-14',b'143 min',"b'Action & Adventure, Dramas, International Movies'","b""After street smart kid Raees rises to become Gujarat's bootlegging king in the 1980s, he tries to balance his life of crime with helping his people."""
b's5474',b'Movie',b'War Machine',b'David Mich\xc3\xb4d',"b'Brad Pitt, Topher Grace, Emory Cohen, John Magaro, Scoot McNairy, Anthony Michael Hall, Will Poulter'",b'United States',2017-05-26,2017,b'TV-MA',b'123 min',"b'Comedies, Dramas'","b'When a proud general is tasked with winning an unpopular war, he takes the challenge head-on, not knowing that hubris may be his own worst enemy.'"
b's5475',b'Movie',b'Ar\xc3\xa8s',b'Jean-Patrick Benes',"b'Ola Rapace, Micha Lescot, Thierry Hancisse, H\xc3\xa9l\xc3\xa8ne Filli\xc3\xa8res, Ruth Vega Fernandez, Louis-Do de Lencquesaing, Eva Lallier, Emilie Gavois-Kahn'",b'France',2017-05-23,2016,b'TV-MA',b'80 min',"b'Action & Adventure, International Movies, Sci-Fi & Fantasy'",b'A futuristic France tries to keep its people from despair and rebellion over crippling poverty by engaging them with a violent TV competition show.'
b's5476',b'Movie',b'Hasan Minhaj: Homecoming King',b'Christopher Storer',b'Hasan Minhaj',,2017-05-23,2017,b'TV-MA',b'73 min',b'Stand-Up Comedy',"b'Comic Hasan Minhaj of ""The Daily Show"" shares personal stories about racism, immigrant parents, prom night horrors and more in this stand-up special.'"
b's5477',b'Movie',b'BLAME!',b'Hiroyuki Seshita',"b'Takahiro Sakurai, Kana Hanazawa, Sora Amamiya, Kazuhiro Yamaji, Mamoru Miyano, Aya Suzaki, Nobunaga Shimazaki, Yuki Kaji, Aki Toyosaki, Saori Hayami'",b'Japan',2017-05-19,2017,b'TV-14',b'106 min',"b'Action & Adventure, Anime Features, International Movies'","b'Inside a vast, self-replicating city bent on eliminating all life, mysterious loner Killy emerges to guide a remnant of humanity desperate to survive.'"
b's5478',b'TV Show',"b""Highland: Thailand's Marijuana Awakening""",,b'Sebastian Perry',b'Thailand',2017-05-19,2017,b'TV-MA',b'1 Season',"b'Docuseries, International TV Shows'","b""Thailand's complicated history with marijuana continues to play a role in its policies and laws, as well as the health and security of its citizens."""
b's5479',b'Movie',b'Laerte-se',"b'Lygia Barbosa da Silva, Eliane Brum'",b'Laerte Coutinho',b'Brazil',2017-05-19,2017,b'TV-MA',b'101 min',"b'Documentaries, International Movies, LGBTQ Movies'","b""After living as a man for nearly 60 years, Laerte Coutinho, one of Brazil's most brilliant cartoonists, introduces herself to the world as a woman."""
b's5480',b'TV Show',b'The Keepers',,,b'United States',2017-05-19,2017,b'TV-MA',b'1 Season',"b'Crime TV Shows, Docuseries, TV Mysteries'",b'This docuseries examines the decades-old murder of Sister Catherine Cesnik and its suspected link to a priest accused of abuse.'
b's5481',b'Movie',b'Tracy Morgan: Staying Alive',b'Ryan Polito',b'Tracy Morgan',b'United States',2017-05-16,2017,b'TV-MA',b'59 min',b'Stand-Up Comedy',"b""In his first special since his serious car accident, Tracy Morgan cracks jokes about life in a coma, his second marriage and his family's dark side."""
b's5482',b'Movie',b'Chamatkar',b'Rajiv Mehra',"b'Shah Rukh Khan, Naseeruddin Shah, Urmila Matondkar, Malvika Tiwari, Shammi Kapoor, Deven Verma, Tinnu Anand, Anjana Mumtaz, Anjan Srivastav, Rakesh Bedi'",b'India',2017-05-15,1992,b'TV-14',b'164 min',"b'Comedies, International Movies, Sci-Fi & Fantasy'","b'A village schoolteacher and the ghost of a murdered man, who were both betrayed by those closest to them, join forces to help each other.'"
b's5483',b'Movie',b'Kabhi Haan Kabhi Naa',b'Kundan Shah',"b'Shah Rukh Khan, Suchitra Krishnamoorthi, Deepak Tijori, Rita Bhaduri, Satish Shah, Anjan Srivastav, Goga Kapoor, Tiku Talsania, Ravi Baswani, Naseeruddin Shah'",b'India',2017-05-15,1994,b'TV-14',b'151 min',"b'Comedies, Dramas, International Movies'",b'A dreamer falls for a girl who is in love with someone else and tries to create a rift between her and the man she loves.'
b's5484',b'Movie',b'Lovesong',b'So Yong Kim',"b'Jena Malone, Riley Keough, Brooklyn Decker, Amy Seimetz, Ryan Eggold, Rosanna Arquette, Cary Joji Fukunaga, Marshall Chapman, Neal Huff'",b'United States',2017-05-15,2016,b'TV-MA',b'84 min',"b'Dramas, Independent Movies, Romantic Movies'","b'Best friends Sarah and Mindy share an unexpected moment while on a road trip. Years later, the two struggle to reconnect before a wedding.'"
b's5485',b'Movie',b'Natascha Kampusch: The Whole Story',b'Alina Teodorescu',,b'United States',2017-05-15,2010,b'TV-14',b'51 min',b'Movies',b'A Viennese child who was kidnapped and held captive in a basement before escaping after eight years reveals her headline-making story of survival.'
b's5486',b'Movie',b'Ram Jaane',b'Rajiv Mehra',"b'Shah Rukh Khan, Juhi Chawla, Vivek Mushran, Pankaj Kapur, Puneet Issar, Tinnu Anand, Deven Verma, Gulshan Grover, Amrit Pal, Arun Bali'",b'India',2017-05-15,1995,b'TV-14',b'142 min',"b'Dramas, International Movies, Music & Musicals'","b'Two boyhood pals \xe2\x80\x93 one righteous, the other a criminal \xe2\x80\x93 take very different paths to adulthood. Their love for the same woman may prove disastrous.'"
